"SNo","InstituteType","InstituteName","Branch","Class","Gender","Category","MPDomicile","OpeningRank","ClosingRank"
1384,"Private","Laxmipati Institute of Science & Technology, Bhopal (2008)","CSE","","","UR","",332589,1044513
1385,"Private","Bansal Institute of Science & Technology, Bhopal (2000)","CSEIML","","","SC","",783666,1044775
1386,"Private","Bansal Institute of Research Technology & Science, Bhopal (2008)","CSEIML","","","ST","",1044864,1044864
1387,"Private","Shri Ram Institute of Technology, Jabalpur (2001)","CSBS","","","UR","",683510,1045156
1388,"Private","Sagar Institute of Science Technology & Research, (SISTec-R), Bhopal (2009)","EC","","","OBC","",606054,1045511
1389,"Private","Shri Ram Institute of Science & Technology, Jabalpur (2007)","EC","","","UR","",1046110,1046110
1390,"Private","Rajeev Gandhi Prodyogiki Mahavidhyalaya, Bhopal (2006)","MECH","","","EWS","",248330,1046189
1391,"Private","Shri Ram Group of Institution (Faculty of Engineering, Pharmacy, MBA, MCA), Jabalpur (2009)","EC","","","OBC","",969492,1046351
1392,"Private","Bansal Institute of Science & Technology, Bhopal (2000)","EC","","","EWS","",1046365,1046365
1393,"Private","Technocrats Institute of Technology (Excellence), Bhopal (2007)","CE","","","UR","",382591,1046571
1394,"Private","IPS Academy, Institute of Engineering and Science, Indore (1999)","CSEIOT","","","SC","",821996,1046708
1395,"Private","Sagar Institute of Science & Technology (SISTEC) Bhopal (2007)","MECH","","","UR","",522769,1047124
1396,"Private","Oriental College of Technology, Bhopal (2002)","CE","","","UR","",678571,1047251
1397,"Private","Sagar Institute of Science Technology & Research, (SISTec-R), Bhopal (2009)","CSEIML","","","OBC","",886470,1048162
1398,"Private","Prestige Institute of Engineering Management and Research, Indore (2008)","CSE","","","UR","",98912,1048979
1399,"Private","Gyan Ganga Institute of Technology & Science, Jabalpur (2003)","CSEDS","","","EWS","",276875,1049730
1400,"Private","IPS Academy, Institute of Engineering and Science, Indore (1999)","ELECT ELEX","","","UR","",324548,1049790
1401,"Private","Sushila Devi Bansal College of Engineering, Indore (2006)","CE","","","ST","",1050254,1050254
1402,"Private","Technocrats Institute of Technology, Bhopal (2000)","IT","","","EWS","",404899,1050344
1403,"Private","Institute of Technology and Management, Gwalior (1997)","CSEDS","","","UR","",497673,1050515
1404,"Private","Institute of Technology and Management, Gwalior (1997)","CSEDS","","","EWS","",620307,1051588
1405,"Private","Malwa Institute of Science & Technology, Indore (2008)","IT","","","UR","",1051591,1051591
1406,"Private","Indore Institute of Science & Technology, Indore (2003)","CSE","","","ST","",527780,1051948
1407,"Private","NRI Institute of Information Science & Technology, Bhopal (2001)","CSEIML","","","UR","",529858,1051999
1408,"Private","Gyan Ganga Institute of Technology & Science, Jabalpur (2003)","CSD","","","EWS","",1052905,1052905
1409,"Private","Lakshmi Narain College of Technology Excellence, Bhopal (2007)","MECH","","","UR","",564133,1053051
1410,"Private","Oriental Institute of Science & Technology, Bhopal (1995)","EC","","","UR","",290471,1053117
1411,"Private","Laxmipati Institute of Science & Technology, Bhopal (2008)","CSE","","","OBC","",95224,1053189
1412,"Private","Shri Ram College of Engineering & Management, Banmore (1998)","CSE","","","UR","",568111,1053688
1413,"Private","Sagar Institute of Research & Technology, Bhopal (2003)","CSIT","","","SC","",635908,1053759
1414,"Private","Lakshmi Narain College of Technology Excellence, Bhopal (2007)","CSEDS","","","SC","",1053948,1053948
1415,"Private","Sushila Devi Bansal College of Engineering, Indore (2006)","CSEIML","","","OBC","",451593,1054176
1416,"Private","Vindhya Institute of Technology & Science, Satna (2002)","MECH","","","OBC","",536811,1054300
1417,"Private","Nagaji Institute of Technology & Management, Gwalior (2003)","CSE","","","UR","",1054631,1054631
1418,"Private","LNCT (BHOPAL) INDORE CAMPUS (2006)","CSE","","","OBC","",178441,1054992
1419,"Private","IPS Academy, Institute of Engineering and Science, Indore (1999)","ELECT ELEX","","","OBC","",488517,1055085
1420,"Private","Maharana Pratap College of Technology, Gwalior (1996)","EE","","","OBC","",1055322,1055322
1421,"Private","Shri Ram Institute of Information Technology, Banmore, Morena (2007)","CSE","","","OBC","",918154,1055533
1422,"Private","Gyan Ganga Institute of Technology & Science, Jabalpur (2003)","EC","","","UR","",533857,1055574
1423,"Private","Shri Dadaji Institute of Technology & Science, Khandwa","CE","","","OBC","",741388,1055601
1424,"Private","Swami Vivekanand College of Engineering, Indore (2004)","CSE","","","UR","",214049,1056006
1425,"Private","Bansal Institute of Science & Technology, Bhopal (2000)","CSE","","","UR","",367803,1056011
1426,"Private","Gyan Sagar College of Engineering, Sagar (2009)","CE","","","OBC","",1056026,1056026
1427,"Private","Oriental Institute of Science & Technology, Bhopal (1995)","CSBS","","","OBC","",343203,1056498
1428,"Private","IPS Academy, Institute of Engineering and Science, Indore (1999)","CSEDS","","","OBC","",254236,1056716
1429,"Private","Prestige Institute of Engineering Management and Research, Indore (2008)","AIADS","","","UR","",333891,1057180
1430,"Private","Lakshmi Narain College of Technology, Bhopal (1994)","EC","","","OBC","",173303,1057309
1431,"Private","Sagar Institute of Research & Technology - Excellence, Bhopal (2008)","AIADS","","","EWS","",1028116,1057365
1432,"Private","Sushila Devi Bansal College of Engineering, Indore (2006)","MECH","","","ST","",1057544,1057544
1433,"Private","Sagar Institute of Science, Technology & Engineering(SISTec-E), Bhopal (2009)","EE","","","OBC","",916234,1058313
1434,"Private","IPS Academy, Institute of Engineering and Science, Indore (1999)","CHEM","","","OBC","",401697,1058459
1435,"Private","IPS Academy, Institute of Engineering and Science, Indore (1999)","FTS","","","OBC","",407094,1058533
1436,"Private","Jai Narain College of Technology, Bhopal (2003)","AIAIDS","","","EWS","",205574,1058538
1437,"Private","JAWAHARLAL INSTITUTE OF TECHNOLOGY, BORAWAN(M.C.A.)","CSEDS","","","OBC","",550499,1058707
1438,"Private","Radha Raman Institute of Technology, & Science, Bhopal (2003)","CSE","","","OBC","",1058745,1058745
1439,"Private","Technocrats Institute of Technology, Bhopal (2000)","CSE","","","OBC","",305519,1058757
1440,"Private","Infinity Management & Engineering College, Sagar (2008)","MECH","","","OBC","",910646,1059190
1441,"Private","BADERIA GLOBAL INSTITUTE OF ENGINEERING & MANAGEMENT, JABALPUR","CSEIML","","","ST","",1059785,1059785
1442,"Private","LNCT (BHOPAL) INDORE CAMPUS (2006)","CSE","","","UR","",125496,1060180
1443,"Private","Shri Guru Sandipani Institute of Technology & Science, Ujjain (2009)","MECH","","","SC","",1060384,1060384
1444,"Private","Lakshmi Narain College of Technology, Bhopal (1994)","CE","","","OBC","",428389,1061369
1445,"Private","Shri Ram Institute of Technology, Jabalpur (2001)","EE","","","ST","",1043469,1061654
1446,"Private","Oriental Institute of Science & Technology, Bhopal (1995)","CE","","","OBC","",327848,1061798
1447,"Private","BADERIA GLOBAL INSTITUTE OF ENGINEERING & MANAGEMENT, JABALPUR","CMPS","","","UR","",643992,1061878
1448,"Private","Sushila Devi Bansal College of Technology, indore (2005)","CSE","","","SC","",256580,1061886
1449,"Private","Technocrats Institute of Technology, Bhopal (2000)","CSEAI","","","UR","",493990,1061889
1450,"Private","Sushila Devi Bansal College of Technology, indore (2005)","IT","","","SC","",320829,1061905
1451,"Private","Bansal Institute of Research & Technology, Bhopal (2007)","MECH","","","SC","",1032273,1062269
1452,"Private","SATPUDA COLLEGE OF ENGINEERING AND POLYTECHNIC, BALAGHAT","MINING","","","OBC","",1062847,1062847
1453,"Private","Bansal College of Engineering, Obedullaganj, Raisen (2002)","CSE","","","EWS","",935349,1062894
1454,"Private","IES College of Technology, Bhopal (2007)","CSEIML","","","EWS","",1063926,1063926
1455,"Private","Oriental College of Technology, Bhopal (2002)","CSEIML","","","SC","",1064108,1064108
1456,"Private","Shri Ram Group of Institution (Faculty of Engineering, Pharmacy, MBA, MCA), Jabalpur (2009)","MECH","","","OBC","",603650,1064258
1457,"Private","Acropolis Institute of Technology & Research, Indore (2005)","EC","","","OBC","",455322,1064531
1458,"Private","IPS College of Technology & Management, Gwalior (2007)","CSE","","","UR","",178102,1064541
1459,"Private","Bansal Institute of Science & Technology, Bhopal (2000)","CE","","","OBC","",1064551,1064551
1460,"Private","Prestige Institute of Engineering Management and Research, Indore (2008)","CE","","","UR","",1064568,1064568
1461,"Private","IES College of Technology, Bhopal (2007)","CSEIML","","","UR","",240275,1064585
1462,"Private","Gyan Ganga Institute of Technology & Science, Jabalpur (2003)","CE","","","ST","",1064586,1064586
1463,"Private","Oriental College of Technology, Bhopal (2002)","CSEIML","","","EWS","",530357,1064636
1464,"Private","LNCT (BHOPAL) INDORE CAMPUS (2006)","CSE","","","SC","",892442,1064709
1465,"Private","Sagar Institute of Science & Technology (SISTEC) Bhopal (2007)","CSE","","","EWS","",367144,1065451
1466,"Private","Mahakal Instute of Technology, Ujjain (2001)","CSE","","","UR","",155747,1065574
1467,"Private","Sagar Institute of Science & Technology (SISTEC) Bhopal (2007)","CSE","","","SC","",714716,1065637
1468,"Private","Mahakal Instute of Technology, Ujjain (2001)","ELECT ELEX","","","UR","",811006,1065672
1469,"Private","Oriental Institute of Science & Technology, Bhopal (1995)","CSE","","","SC","",596820,1065712
1470,"Private","Lakshmi Narain College of Technology, Indore (2004)","CSE","","","UR","",86660,1065979
1471,"Private","Gyan Ganga Institute of Technology & Science, Jabalpur (2003)","ELECT ELEX","","","UR","",367948,1066151
1472,"Private","Shivajirao Kadam Institute of Technology and Management-Technical Campus, Indore (2009)","CSE","","","SC","",411749,1066456
1473,"Private","Maharana Pratap College of Technology, Gwalior (1996)","CSE","","","UR","",240424,1067076
1474,"Private","Bansal Institute of Science & Technology, Bhopal (2000)","EC","","","SC","",1067357,1067357
1475,"Private","BADERIA GLOBAL INSTITUTE OF ENGINEERING & MANAGEMENT, JABALPUR","CSEDS","","","OBC","",340589,1067806
1476,"Private","Sagar Institute of Research & Technology, Bhopal (2003)","CSECS","","","SC","",388617,1067827
1477,"Private","Mahakal Instute of Technology, Ujjain (2001)","AIAIDS","","","SC","",609120,1067847
1478,"Private","JAWAHARLAL INSTITUTE OF TECHNOLOGY, BORAWAN(M.C.A.)","CSEDS","","","EWS","",1063965,1068176
1479,"Private","Shri Dadaji Institute of Technology & Science, Khandwa","CSE","","","OBC","",503047,1068951
1480,"Private","Chameli Devi Group of Institutions, Indore (2006)","CSE","","","SC","",411040,1068985
1481,"Private","Lakshmi Narain College of Technology, Indore (2004)","CSE","","","SC","",722713,1069061
1482,"Private","Chameli Devi Group of Institutions, Indore (2006)","MECH","","","OBC","",915239,1069142
1483,"Private","Sagar Institute of Science & Technology (SISTEC) Bhopal (2007)","CSECS","","","SC","",925619,1069206
1484,"Private","Malwa Institute of Science & Technology, Indore (2008)","CSE","","","UR","",353862,1069324
1485,"Private","IPS Academy, Institute of Engineering and Science, Indore (1999)","CHEM","","","SC","",1069643,1069643
1486,"Private","Shri Guru Sandipani Institute of Technology & Science, Ujjain (2009)","CSE","","","SC","",1001263,1069911
1487,"Private","Maharana Pratap College of Technology, Gwalior (1996)","IT","","","OBC","",1069929,1069929
1488,"Private","Chameli Devi Group of Institutions, Indore (2006)","EC","","","OBC","",756702,1069998
1489,"Private","Indore Institute of Science & Technology, Indore (2003)","MECH","","","UR","",248553,1070322
1490,"Private","IPS Academy, Institute of Engineering and Science, Indore (1999)","CSEDS","","","SC","",1070385,1070385
1491,"Private","Sagar Institute of Research & Technology, Bhopal (2003)","CSE","","","EWS","",350411,1070457
1492,"Private","Hitkarni College of Engineering & Technology, Jabalpur (1997)","EC","","","UR","",1070849,1070849
1493,"Private","Malwa Institute of Science & Technology, Indore (2008)","EC","","","SC","",1070987,1070987
1494,"Private","Lakshmi Narain College of Technology, Bhopal (1994)","AIADS","","","SC","",647892,1071162
1495,"Private","Gyan Ganga Institute of Technology & Science, Jabalpur (2003)","CSBS","","","SC","",1071281,1071281
1496,"Private","Sushila Devi Bansal College of Technology, indore (2005)","CSE","","","EWS","",343367,1071287
1497,"Private","Sagar Institute of Science Technology & Research, (SISTec-R), Bhopal (2009)","EC","","","UR","",1071371,1071371
1498,"Private","IPS Academy, Institute of Engineering and Science, Indore (1999)","EC","","","EWS","",686364,1071699
1499,"Private","Bansal Institute of Research & Technology, Bhopal (2007)","CSEDS","","","SC","",540865,1072298
1500,"Private","SATPUDA COLLEGE OF ENGINEERING AND POLYTECHNIC, BALAGHAT","CSE","","","OBC","",716626,1072383
1501,"Private","Sagar Institute of Research & Technology, Bhopal (2003)","CSBS","","","OBC","",750443,1072774
1502,"Private","Sagar Institute of Science, Technology & Engineering(SISTec-E), Bhopal (2009)","CSEIOT","","","OBC","",720953,1072893
1503,"Private","Sri Aurobindo Institute of Technology, Indore (2009)","CSE","","","OBC","",344754,1073609
1504,"Private","Mahakal Instute of Technology, Ujjain (2001)","CSE","","","SC","",360062,1074242
1505,"Private","Technocrats Institute of Technology (Excellence), Bhopal (2007)","CSE","","","EWS","",445649,1074748
1506,"Private","Shivajirao Kadam Institute of Technology and Management-Technical Campus, Indore (2009)","CSE","","","OBC","",370237,1075165
1507,"Private","Sushila Devi Bansal College of Engineering, Indore (2006)","CE","","","OBC","",1075269,1075269
1508,"Private","Gyan Ganga Institute of Technology & Science, Jabalpur (2003)","CSEITCS","","","EWS","",310732,1075381
1509,"Private","Shri Ram Institute of Technology, Jabalpur (2001)","CE","","","ST","",1022281,1075571
1510,"Private","Malwa Institute of Science & Technology, Indore (2008)","CSE","","","OBC","",526995,1075907
1511,"Private","Chameli Devi Group of Institutions, Indore (2006)","CSIT","","","SC","",692652,1075992
1512,"Private","BADERIA GLOBAL INSTITUTE OF ENGINEERING & MANAGEMENT, JABALPUR","CSE","","","UR","",64745,1076199
1513,"Private","IES College of Technology, Bhopal (2007)","CSE","","","UR","",169986,1076299
1514,"Private","Jawaharlal Institute of Technology, Borawan, Khargone (1997)","MECH","","","SC","",719825,1076380
1515,"Private","Jai Narain College of Technology, Bhopal (2003)","AIML","","","SC","",579638,1076881
1516,"Private","Sagar Institute of Research & Technology - Excellence, Bhopal (2008)","AIADS","","","OBC","",769515,1076914
1517,"Private","Bansal Institute of Science & Technology, Bhopal (2000)","ELECT ELEX","","","ST","",1077028,1077028
